id	text	count
171	Friends S08 S08:E02_en[cc]_ru	123
172	Friends S08 S08:E03_en[cc]_ru	122
173	Friends S08 S08:E04_en[cc]_ru	121
174	Friends S08 S08:E05_en[cc]_ru	120
175	Friends S08 S08:E06_en[cc]_ru	119
176	Friends S08 S08:E07_en[cc]_ru	118
177	Friends S08 S08:E08_en[cc]_ru	117
178	Friends S08 S08:E09_en[cc]_ru	116
179	Friends S08 S08:E10_en[cc]_ru	115
180	Friends S08 S08:E11_en[cc]_ru	114
181	Friends S08 S08:E12_en[cc]_ru	113
182	Friends S08 S08:E13_en[cc]_ru	112
183	Friends S08 S08:E14_en[cc]_ru	111
184	Friends S08 S08:E15_en[cc]_ru	110
185	Friends S08 S08:E16_en[cc]_ru	109
186	Friends S08 S08:E17_en[cc]_ru	108
187	Friends S08 S08:E18_en[cc]_ru	107
188	Friends S08 S08:E19_en[cc]_ru	106
189	Friends S08 S08:E20_en[cc]_ru	105
190	Friends S08 S08:E21_en[cc]_ru	104
191	Friends S08 S08:E22_en[cc]_ru	103
192	Friends S08 S08:E23_en[cc]_ru	102
193	Friends S08 S08:E24_en[cc]_ru	101
194	Friends S09 S09:E01_en[cc]_ru	123
195	Friends S09 S09:E02_en[cc]_ru	122
196	Friends S09 S09:E03_en[cc]_ru	121
197	Friends S09 S09:E04_en[cc]_ru	120
198	Friends S09 S09:E05_en[cc]_ru	119
199	Friends S09 S09:E06_en[cc]_ru	118
200	Friends S09 S09:E07_en[cc]_ru	117
201	Friends S09 S09:E08_en[cc]_ru	116
202	Friends S09 S09:E09_en[cc]_ru	115
203	Friends S09 S09:E10_en[cc]_ru	114
204	Friends S09 S09:E11_en[cc]_ru	113
205	Friends S09 S09:E12_en[cc]_ru	112
206	Friends S09 S09:E13_en[cc]_ru	111
207	Friends S09 S09:E14_en[cc]_ru	110
208	Friends S09 S09:E15_en[cc]_ru	109
209	Friends S09 S09:E16_en[cc]_ru	108
210	Friends S09 S09:E17_en[cc]_ru	107
211	Friends S09 S09:E18_en[cc]_ru	106
212	Friends S09 S09:E19_en[cc]_ru	105
213	Friends S09 S09:E20_en[cc]_ru	104
214	Friends S09 S09:E21_en[cc]_ru	103
215	Friends S09 S09:E22_en[cc]_ru	102
216	Friends S09 S09:E23_en[cc]_ru	101
217	Friends S10 S10:E01_en[cc]_ru	117
218	Friends S10 S10:E02_en[cc]_ru	116
219	Friends S10 S10:E03_en[cc]_ru	115
220	Friends S10 S10:E04_en[cc]_ru	114
221	Friends S10 S10:E05_en[cc]_ru	113
222	Friends S10 S10:E06_en[cc]_ru	112
223	Friends S10 S10:E07_en[cc]_ru	111
224	Friends S10 S10:E08_en[cc]_ru	110
225	Friends S10 S10:E09_en[cc]_ru	109
226	Friends S10 S10:E10_en[cc]_ru	108
227	Friends S10 S10:E11_en[cc]_ru	107
228	Friends S10 S10:E12_en[cc]_ru	106
229	Friends S10 S10:E13_en[cc]_ru	105
230	Friends S10 S10:E14_en[cc]_ru	104
231	Friends S10 S10:E15_en[cc]_ru	103
232	Friends S10 S10:E16_en[cc]_ru	102
233	Friends S10 S10:E17_en[cc]_ru	101
